movieId,title,genres
286671,Deleter (2022),Horror|Thriller
220576,The Year Without a Santa Claus (2006),Children|Comedy
153871,Island Guests (2005),(no genres listed)
288419,King of Clones (2023),Documentary
144974,Eclipse (1999),Documentary
186953,Hearts Beat Loud (2018),Drama
175287,Kerosene Salesman's Wife (1988),Drama
243308,Capturing Avatar (2010),Documentary
276007,Curious Caterer: Dying for Chocolate (2022),Mystery
117308,When the Game Stands Tall (2014),Drama
2083,"Muppet Christmas Carol, The (1992)",Children|Comedy|Musical
129276,France Inc. (1974),Crime|Drama|Sci-Fi|Thriller
161780,Huset (2016),Horror|Thriller|War
290479,What the Hell Is It This Time? Sparks: Live in London (2021),Documentary
233753,40 Years a Prisoner (2020),Documentary
190947,Mary Queen of Scots (2018),Drama
152330,Standing Army (2010),Documentary
225862,Start-Up (2019),Action|Drama
979,Nothing Personal (1995),Drama|War
183501,Feral (2012),Animation|Drama|Fantasy|Sci-Fi
140641,Revenge of the Middle-Aged Woman (2004),Drama
139305,5 Souls (2013),Thriller
194490,A Walk to Beautiful (2007),Documentary
230065,The Shaggy Dog (1994),(no genres listed)
111126,"Gladiators, The (Gladiatorerna) (1969)",Drama|Sci-Fi
2936,Sullivan's Travels (1941),Adventure|Comedy|Romance
188009,The Look of a Killer (2016),Crime|Thriller
132987,Kill 'em All (2012),Action|Crime|Thriller
281560,As Good as Dead (2022),Action|Crime
227312,The Coffin (2008),Horror
127628,Chino (1973),Action|Drama|Western
5619,"Trials of Henry Kissinger, The (2002)",Documentary
2273,Rush Hour (1998),Action|Comedy|Crime|Thriller
108016,Resistance (2011),Drama|Thriller|War
202898,Knights Of The City (1986),Action
162678,Our Last Tango (2015),Documentary
102686,"Hangover Part III, The (2013)",Comedy
66289,Singapore Sling (Singapore sling: O anthropos pou agapise ena ptoma) (1990),Crime|Film-Noir|Horror|Romance|Thriller
163432,Open Doors (1990),Drama
174961,Hitch Hike to Hell (1977),Crime|Mystery
3335,Jail Bait (1954),Crime|Drama
76317,After.Life (2009),Drama|Horror|Thriller
128960,Sugarbaby (1985),Comedy
123955,Never Say Goodbye (1956),(no genres listed)
821,"Crude Oasis, The (1995)",Drama|Romance
161121,The King of the Kickboxers (1990),Action
119670,National Gallery (2014),Documentary
6343,Washington Heights (2002),Drama|Romance
7252,"Three Stooges in Orbit, The (1962)",Comedy|Sci-Fi
148384,If I Had Four Dromedaries (1966),Documentary
4884,Trembling Before G-d (2001),Documentary
26483,Rock & Rule (1983),Animation|Fantasy|Musical|Sci-Fi
209217,Amigos... (2011),Comedy|Drama
5080,Slackers (2002),Comedy
163649,Fairlane Road (2016),Horror|Mystery|Thriller
231271,The Moon (1994),(no genres listed)
219597,Money Plane (2020),Action
153822,EMI: Liya Hai To Chukana Padega (2008),(no genres listed)
117632,Down the Shore (2011),Drama|Romance|Thriller
274225,The Wasps Are Here (1978),Drama
232035,Camjackers (2006),Comedy
178369,Brothers of the Wind (2015),Adventure|Children|Drama
243142,The Devil Below (2021),Horror|Thriller
7001,Invasion of the Body Snatchers (1978),Horror|Mystery|Sci-Fi|Thriller
26850,71 Fragments of a Chronology of Chance (71 Fragmente einer Chronologie des Zufalls) (1994),Drama
152370,Convergence (2015),Action|Mystery|Thriller
156559,He Took His Skin Off for Me (2014),Drama|Horror|Romance
291192,Destiny Road (2012),Drama
140263,Milk? (2012),Documentary
108663,"House of Branching Love, The (Haarautuvan rakkauden talo) (2009)",Comedy|Drama
76772,Carne (1991),Drama|Thriller
213984,Eddie: Strongman (2015),Documentary
47810,"Wicker Man, The (2006)",Horror|Mystery|Thriller
262011,American Crime (2004),Crime|Thriller
213235,Fly Rocket Fly (2018),Documentary
216099,The Strawberry Shortcake Movie: Sky's the Limit (2009),Animation|Children
248698,Eden (2001),(no genres listed)
215167,The Real Macaw (1998),Adventure|Children
148719,China Heavyweight (2012),Documentary
161568,Laddie (1940),Drama
147607,The Here After (2015),Drama
280040,Employee of the Month (2022),Comedy
264299,How to Die: Simon's Choice (2016),Documentary
286153,The Day The Series Stopped (2014),Documentary
2722,Deep Blue Sea (1999),Action|Horror|Sci-Fi|Thriller
115937,King Solomon's Mines (2004),Action|Adventure
267090,A Match Made at Christmas (2021),Children|Comedy|Romance
176957,Garden of the Dead (1972),Horror|Sci-Fi
26514,Irreconcilable Differences (1984),Comedy|Drama|Romance
180515,Come on George! (1939),Comedy
209173,A Beautiful Day in the Neighborhood (2019),Drama
150814,Spaceways (1953),Sci-Fi|Thriller
196885,Sportowiec mimo woli (1940),Comedy
286171,"Blind Willow, Sleeping Woman (2023)",Animation|Drama|Sci-Fi
149600,Love for Sale (2008),Comedy|Drama|Romance
198537,A Useful Life (2010),Comedy|Drama|Romance
116225,Tsar (2009),Drama
232803,Lowdown Dirty Criminals (2020),Comedy
6255,"Bible, The (a.k.a. Bible... In the Beginning, The) (1966)",Drama
1533,"Promise, The (La promesse) (1996)",Drama
183071,From the Edge of the City (1998),Drama
160571,Lights Out (2016),Horror
170679,"If He Hollers, Let Him Go! (1968)",Crime|Drama
141534,Gun-shy (2003),Drama|Thriller
226854,Cheer Squad Secrets (2020),Thriller
185121,Gods (2008),Drama
187073,Ninja in the Dragon's Den (1982),Action|Comedy
153168,The Plea (1967),Drama
8520,Deep Cover (1992),Action|Crime|Thriller
8157,Jin Roh: The Wolf Brigade (Jin-Rô) (1998),Animation|Fantasy|Thriller
5276,Crimes of Passion (1984),Drama|Romance|Thriller
264127,Because We Are Girls (2019),Documentary
194897,Jungle Drums (1943),Animation
80487,"Married Woman, A (Une femme mariée) (1964)",Drama
247628,My Fiona (2020),Drama
73447,I Live My Life (1935),Comedy|Romance
183005,Thalapathi (1991),Action|Crime|Drama
122515,Spymate (2006),Adventure|Comedy
146974,Totò e Carolina (1955),(no genres listed)
176153,Swing (2008),Action|Drama|Romance
147966,Tarzan's Fight for Life (1958),Action|Adventure
152467,Venomous (2002),Horror|Sci-Fi
798,Daylight (1996),Action|Adventure|Drama|Thriller
160648,Black Mountain Side (2016),Horror|Thriller
150653,Empire of Dirt (2013),Drama
95531,"Koruto wa ore no pasupooto (Colt Is My Passport, A) (1967)",Action|Crime|Drama
82469,Billy the Kid (1941),Drama|Western
266656,Storm Lake (2021),Documentary
251488,"All Light, Everywhere (2021)",Documentary
170329,Cleopatra's Palace: In Search of a Legend (1999),Documentary
198057,The Secret Face (1991),Drama|Romance
3394,Blind Date (1987),Comedy|Romance
186717,ABCD: American-Born Confused Desi (2013),Comedy
163667,Travis (2004),(no genres listed)
130642,Backcountry (2014),Drama|Horror|Thriller
27524,"Gathering, The (2002)",Horror|Mystery|Thriller
176465,Small is Beautiful: A Tiny House Documentary (2015),Documentary
134627,"Arabella, the pirate's daughter (1983)",(no genres listed)
124607,One Night of Love (1934),Romance
156303,Valley of the Kings (1954),Adventure
182513,Vadakkunokki Yantram (1989),Comedy|Drama
231269,December Hide-and-Go-Seek (1993),Documentary
108141,Creep Van (2012),Horror
185579,California Typewriter (2017),Documentary
143583,Nous York (2012),Comedy
182375,God's Bloody Acre (1975),Drama|Horror
165325,Plan Bart (2014),Comedy|Drama|Romance
192901,Les Vieux Fourneaux (2018),Comedy
161098,Prince of Broadway (2008),Comedy|Drama
144234,Scarlet Eye (1963),Adventure|Crime
233605,National Theatre Live: All About Eve (2019),Drama
142985,Bringing Ashley Home (2011),Drama
125101,The Big Heat (1988),Action|Crime|Thriller
289275,Blue Queen (2018),Action|Thriller
266768,Lost Worlds: Life in the Balance (2001),Documentary
95695,"Five Minarets in New York (Act of Vengeance) (Terrorist, The) (2010)",Drama
223624,"Joe Lycett: That's the Way, A-Ha, A-Ha, Joe Lycett (2016)",Comedy
234500,A Christmas Hero (2020),Children|Drama|Fantasy
179771,Invasion from Inner Earth (1974),Drama|Sci-Fi
175217,Gauche the Cellist (1982),Animation
124965,Miracles (1986),Comedy
120240,Forever Lulu (2000),Comedy|Romance
214416,Comali (2019),Comedy|Drama
217156,The Romance of Seville (1929),Romance
63113,Quantum of Solace (2008),Action|Adventure|Thriller
132492,Sinatra: All or Nothing at All (2015),Documentary
116333,Cyborg Cop (1993),Action|Sci-Fi
198095,Wonderful Town (2007),Drama|Romance
211752,The Ship of Monsters (1960),Comedy|Horror|Sci-Fi
279794,Maksym Osa: The Gold of Werewolf (2022),Mystery
222737,Gunjan Saxena: The Kargil Girl (2020),Drama
7490,At First Sight (Entre Nous) (Coup de foudre) (1983),Drama
145484,Hell Boats (1970),Drama|War
110671,Cutlet for Three (Ein Schnitzel für drei) (2009),Comedy
118698,The Viking Queen (1967),Adventure
26493,"4th Man, The (Fourth Man, The) (Vierde man, De) (1983)",Drama|Mystery|Thriller
3413,Impact (1949),Crime|Drama
100046,Madagascar (2011),Documentary
213792,Tom Brown's Schooldays (2005),Drama
183823,09:06 (2009),Drama|Thriller
257541,Falling Leaves (1912),Drama
142366,Cigarette Burns (2005),Horror|Thriller
8794,"Unfinished Piece for a Player Piano, An (Neokonchennaya pyesa dlya mekhanicheskogo pianino) (1977)",Drama
5218,Ice Age (2002),Adventure|Animation|Children|Comedy
26662,Kiki's Delivery Service (Majo no takkyûbin) (1989),Adventure|Animation|Children|Drama|Fantasy
211958,Father There Is Only One (2019),Comedy
59273,Delirious (2006),Comedy|Drama
156123,I Spit on Your Grave (1959),Drama|Thriller
204072,Vinicius (2005),Documentary
112467,"So Evil, So Young (1961)",Drama
122415,War of the Colossal Beast (1958),Horror|Sci-Fi
109935,The Artist and the Model (2012),Drama
153006,Karam (2005),(no genres listed)
2540,"Corruptor, The (1999)",Action|Crime|Drama|Thriller
103755,Turbo (2013),Adventure|Animation|Children|Comedy|Fantasy
266228,Alpha Rift (2021),Action|Fantasy|Sci-Fi
26006,"Seven Little Foys, The (1955)",Comedy|Drama
187873,Real Boy (2016),Documentary
262313,David Parker Ray: The Toy Box Killer (2019),Documentary
211125,Kakekomi (2015),Comedy
158326,The Confession (2011),Action|Crime|Drama
179701,One of Us (2017),Documentary
154428,Die Tigerin (1992),Drama
6554,Garage Days (2002),Comedy|Musical
245202,Every Breath You Take (2021),Thriller
278600,Grapes 2 (2009),Comedy|Romance
209901,Year of Enlightment (1986),Drama|War
226744,Created Equal: Clarence Thomas in His Own Words (2020),Documentary
130552,Get Christie Love! (1974),(no genres listed)
99126,"Public Woman, The (Femme publique, La) (1984)",Drama
188761,Puzzle (2018),Drama
74851,From Paris with Love (2010),Action|Crime
203441,Jewel Thief (1967),Crime|Drama|Mystery|Thriller
221524,"Come Rain, Come Shine (2011)",Drama|Romance
197601,Baazaar (2018),Crime|Drama|Thriller
221532,Angrezi Mein Kehte Hain (2018),Drama
121853,The Return of Joe Rich (2011),Comedy|Drama
148928,Unbranded (2015),Documentary
123127,A Dangerous Place (1995),Action|Thriller
201580,Persian Series #16 (2001),(no genres listed)
145299,Safelight (2015),Drama
251616,Breaking Boundaries: The Science of Our Planet (2021),Documentary
149346,Homeland (Iraq Year Zero) (2015),(no genres listed)
121753,Triplecross (1995),Action|Crime|Romance|Thriller
247292,Cove (2012),Children|Documentary|Fantasy|Romance
57640,Hellboy II: The Golden Army (2008),Action|Adventure|Fantasy|Sci-Fi
155786,"Digby, the Biggest Dog in the World (1973)",(no genres listed)
196115,Prosecuting Evil: The Extraordinary World of Ben Ferencz (2018),Documentary
134156,Road (2014),Documentary
245306,Atlantis Rising (2017),Adventure|Documentary|Mystery
146224,Barsaat (1995),Drama|Romance
248858,Dispatches from Cleveland (2017),Documentary
101123,Satan's Blood (Escalofrío) (1978),Horror
134759,Passenger (1963),Drama|War
32300,D.E.B.S. (2004),Action|Comedy
282773,Teambuilding (2022),Comedy
104352,Alias Ruby Blade (2012),Documentary
179763,DRIB (2017),(no genres listed)
199293,Direct Hit (1994),Action|Adventure|Thriller
71446,"Muriel, or The Time of Return (Muriel ou Le temps d'un retour) (1963)",Drama
82353,Solo Sunny (1980),Drama|Musical|Romance
215651,Vicente Ferrer (2014),Drama
283979,Gente de mala calidad (2008),Comedy
121223,The Reunion (2011),Action|Drama
121417,Scorned (1994),Drama|Thriller
144748,Inside (2012),Horror
124101,Flaxy Martin (1949),Crime|Drama|Film-Noir|Mystery
81788,"Next Three Days, The (2010)",Crime|Drama|Romance|Thriller
121263,Summer's Moon (2009),Horror|Thriller
157458,Man in the Shadow (1957),Drama|Thriller|Western
192063,Dhool (2003),Action|Drama|Romance
177713,Absurd Encounter with Fear (1967),Fantasy|Horror
146166,Bandh Darwaza (1990),(no genres listed)
50477,"Testament of Orpheus, The (Testament d'Orphée) (1960)",Drama
47063,Loch Ness (1996),Drama
116050,Cleopatra (1999),Drama|Romance
189513,Sunday School Musical (2008),(no genres listed)
266006,Refugee: The Eritrean Exodus (2015),Documentary
286903,Elemental (2023),Animation|Children|Comedy|Fantasy|Romance
162838,Boycott (2001),Drama
220640,Arctic Heart (2016),Comedy|Drama|Romance|Sci-Fi
206503,Suspiria 25th Anniversary (2001),Documentary
164841,Flicka: Country Pride (2012),Children|Drama
1406,La Cérémonie (1995),Crime|Drama|Mystery|Thriller
250332,"Vinicius de Moraes, Um Rapaz de Família (1983)",(no genres listed)
642,Roula (1995),Drama
86451,Love Torn in Dream (Combat d'amour en songe) (2000),Drama|Fantasy
3680,"Decline of Western Civilization Part II: The Metal Years, The (1988)",Documentary
126072,The Little Matchgirl (2006),Animation
119774,Fast Company (1938),Comedy|Drama|Mystery|Romance
187229,Loro - Part 1 (2018),Documentary|Drama
206040,A Yellow Bird (2016),Drama
94891,Phyllis and Harold (2008),Documentary
228091,Adoration (2020),Drama|Thriller
194588,The Last Supper (1976),Drama
188149,Abracadabra (2017),Comedy
59465,The Stars Look Down (1940),Drama
179509,Dance Academy: The Movie (2017),Drama
142685,Death Machines (1976),Action
249058,Your Inner Fish (2014),Documentary
88785,"Change-Up, The (2011)",Comedy
231431,Dance Dreams: Hot Chocolate Nutcracker (2020),Documentary
170451,Dumbland (2002),(no genres listed)
170489,Sidney Hall (2017),Drama
205096,Space Runaway Ideon: Be Invoked (1982),Animation|Sci-Fi
161804,VeggieTales: Esther...The Girl Who Became Queen (2000),(no genres listed)
97468,Drones (2010),Comedy|Sci-Fi
268366,Fire in Paradise (2019),Documentary
121209,Unearthed (2007),Horror|Mystery|Sci-Fi|Thriller
245504,A Boy Called Dad (2009),Drama|Romance
197769,Cheese Chasers (1951),Animation
226930,Percy (2020),Drama
230143,Once Upon a Time (2015),Comedy|Romance
1026,So Dear to My Heart (1949),Children|Drama
30863,Hold That Ghost (1941),Adventure|Comedy
219717,Welcome Back (2015),Action|Comedy
279312,The Fire Brigade (1926),Action|Drama
106040,Fire Sale (1977),Comedy
274409,Gabriel's Rapture: Part II (2022),Romance
121075,Dangerous to Know (1938),Crime|Drama
166371,Il Solengo (2016),Documentary
84680,My Foolish Heart (1949),Drama
187563,Fruits of Passion (1981),Drama
57368,Cloverfield (2008),Action|Mystery|Sci-Fi|Thriller
280220,In from the Side (2022),Drama|Romance
168290,A Sun-Tribe Myth from the Bakumatsu Era (1957),Comedy
106614,"Christmas Party, The (Joulubileet) (1996)",Comedy
248314,Theban Plays: Oedipus the King (1986),Drama
204576,Hi Stranger (2017),Animation
138020,Big Muddy (2014),Crime|Western
166342,Finishing School (1934),Drama|Romance
218325,The Last Days of Frankie the Fly (1996),Crime
225429,1964: Brazil Between Weapons and Books (2019),Documentary
207009,Días de otoño (1963),Drama
5253,Cousins in Love (a.k.a. Tender Cousins) (Tendres Cousines) (1980),Drama|Romance
92391,Grave Encounters (2011),Horror
165165,Finding Truelove (2012),(no genres listed)
162378,A Thousand Men and a Baby (1997),Drama
118838,School of the Holy Beast (1974),Drama|Thriller
155691,Spooks Run Wild (1941),Comedy|Horror
6264,"Core, The (2003)",Action|Drama|Sci-Fi|Thriller
91890,"Iron Lady, The (2011)",Drama
282017,MC-Helper BeKINGs (2022),Action|Comedy
73143,"Diary for Timothy, A (1945)",Documentary
177449,Atomic Falafel (2015),Comedy
214900,Theatre of War (2018),Documentary
243632,Sparkling Cyanide (2003),Crime|Mystery
1904,Henry Fool (1997),Comedy|Drama
228315,Time Flies (1944),Comedy|Sci-Fi
148836,Maidan (2014),Documentary
278530,"Jak to się dzieje, pyta Agnisia, że na ekranie widzimy misia (1970)",Animation
145905,To Russia... With Elton (1979),Documentary
121186,The Skeptic (2009),Horror|Thriller
167204,Rejoice and Shout (2011),Documentary
173569,The Twelve Chairs (1962),Comedy
113416,Revenge of the Green Dragons (2014),Action|Crime|Drama
113128,Return to Life (1938),Documentary
4191,Alfie (1966),Comedy|Drama|Romance
142754,The Lost (2006),Crime|Drama|Thriller
179615,"Eat, Play, Love (2017)",Comedy|Romance
72315,Hell's Hinges (1916),Romance|Western
73290,Hachiko: A Dog's Story (a.k.a. Hachi: A Dog's Tale) (2009),Drama
27862,Lost Boys of Sudan (2003),Documentary
284163,Ambush (2023),Action|Thriller|War
191477,The R.M. (2003),Children|Comedy|Crime
98389,"Lost Missile, The (1958)",Sci-Fi
78469,"A-Team, The (2010)",Action|Comedy|Thriller
281898,Drift,Drama
191403,"New Neighbors, Old Fights",(no genres listed)
170217,Rad (1986),Children|Drama
163464,Demon (2015),Horror|Thriller
144206,Standing Tall (2015),Comedy|Drama
131439,Kill Me Three Times (2014),Thriller
195371,B-Day! (2018),Comedy
116092,By the Sea (1915),Comedy
123864,Two Bits & Pepper (1995),Adventure|Children|Comedy
264165,Through the Glass Darkly (2020),Mystery|Thriller
195513,Anleitung zur sexuellen Unzufriedenheit (2002),Comedy
153,Batman Forever (1995),Action|Adventure|Comedy|Crime
292477,Secrets of the Sea (2022),(no genres listed)
109452,Omar (2013),Drama|Romance
156460,Gentle Giant (1967),(no genres listed)
174233,Princes of the Yen (2014),Documentary
125499,The Trap (1946),Crime|Mystery|Thriller
176735,Steve Byrne: Champion (2014),Comedy
4376,Down From the Mountain (2000),Documentary
232433,Ghostwood (2006),Horror|Thriller
157071,Trona (2004),Drama
290427,Punk Revolution NYC (2012),Documentary
137202,White Lion (2010),Children|Drama
241658,Inside the Russian Info War Machine (2018),Documentary
1500,Grosse Pointe Blank (1997),Comedy|Crime|Romance
244040,State of Weightlessness (1994),Documentary
156471,Smart Alecks (1942),Comedy
83308,Asphalt (1929),Drama
152143,What the Bleep! Down the Rabbit Hole (2006),Documentary|Drama
136373,Drake And Josh Go Hollywood (2006),Adventure|Children|Comedy|Crime
98114,Bloodtide (1982),Horror
213920,Aphrodisiac!: The Sexual Secret of Marijuana (1971),Documentary
254510,Before Next Spring (2021),Comedy
184701,The Girl from the Wardrobe (2013),Comedy|Drama
84855,Desert Flower (2009),Drama
140329,Hairbrained (2013),Comedy
3205,Black Sunday (La maschera del demonio) (1960),Horror
266318,Green Snake (2021),Action|Adventure|Animation|Fantasy
86330,Forever Strong (2008),Drama
113614,All the Way Home (1963),Drama
33310,"Common Thread, A (a.k.a. Sequins) (Brodeuses) (2004)",Drama|Romance
1442,Prefontaine (1997),Drama
186995,In the Custody of Strangers (1982),(no genres listed)
216029,"In the Shadows, Someone's Watching",(no genres listed)
160283,Dum Maaro Dum (2011),Action|Crime|Drama
144140,Ready? OK! (2008),Children|Comedy
5606,Society (1989),Horror|Mystery
119045,"Against One Another, Virtually Friends (1981)",Comedy
90935,Killer (Tueur à gages) (1998),Action|Crime|Thriller
46372,"Bribe, The (1949)",Drama|Film-Noir|Thriller
127040,Fantomas (Fantômas) (1964),Adventure|Comedy|Crime|Fantasy
43930,Just My Luck (2006),Comedy|Romance
156937,Dr. Kildare's Victory (1942),Drama
82676,Hannie Caulder (1971),Comedy|Crime|Drama|Western
2358,Savior (1998),Drama|War
86815,Soul Surfer (2011),Action|Drama
236663,Join the Marines (1937),Action
99695,Pusher (2012),Crime|Drama
243210,Infernum (2019),Horror
143239,By the Sea (2015),Drama|Romance
146968,Dirty Linen (1999),(no genres listed)
197327,Infinite Football (2018),Documentary
117136,One Chance (2013),Comedy|Drama
51903,I Think I Love My Wife (2007),Comedy|Drama|Romance
171455,Fabricated City (2017),Action|Crime
126070,Chainsaw Maid (2007),Animation
206487,The Nun and the Devil (1973),Drama
276341,Rubikon (2022),Sci-Fi|Thriller
138708,Alias Jesse James (1959),Action|Comedy
288851,La Tête dans les étoiles (2023),Comedy
288023,Flamin' Hot (2023),Comedy|Drama
229,Death and the Maiden (1994),Drama|Thriller
122331,Vampires: The Turning (2005),Action|Horror|Thriller
200256,Dumbo (2019),Adventure|Children|Fantasy
233169,Celebrating Marvel's Stan Lee (2019),Documentary|Fantasy
72696,Old Dogs (2009),Comedy
163619,The Mini-Skirt Mob (1968),Action|Thriller
150342,Wazir (2015),(no genres listed)
160541,Apocalypse Kiss (2014),(no genres listed)
6839,All I Want (Try Seventeen) (2002),Comedy|Drama|Romance
172435,Easy on the Eyes (2014),Comedy|Sci-Fi
4297,Pelle the Conqueror (Pelle erobreren) (1987),Drama
180603,Everybody Does It (1949),Comedy
3490,Horror Express (1972),Horror
195959,Life Tracker (2013),Sci-Fi
268008,Anna Held (1901),Documentary
190057,Made in Sheffield (2001),Documentary
235715,Bill Bailey: Dandelion Mind (2010),Comedy
243838,Servants (2020),Drama
213800,Our Town (1956),Drama
276383,Moloch (2022),Horror
148040,Man Walking Around a Corner (1887),(no genres listed)
139281,Poker Run (2009),Action|Thriller
164383,In The Dark Half (2012),(no genres listed)
166472,"Feyzo, the Polite One (1978)",Comedy
32029,Hostage (2005),Action|Crime|Drama|Thriller
215319,Casey's Shadow (1978),Children|Drama
34039,Broadway Melody of 1940 (1940),Musical
78934,Yella (2007),Drama|Romance|Thriller
87279,Brotherhood  (2010),Crime|Drama|Thriller
281410,Assault and Battery (1969),Drama
50954,It's a Boy Girl Thing (2006),Comedy|Romance
187401,Revolution in Russia (1906),(no genres listed)
284699,Nurnberg (2023),Drama
280870,Trip (2022),Horror
153636,Dreams of Dust (2008),Drama
52424,Scent of a Woman (Profumo di donna) (1974),Comedy|Drama
198883,Losing Sight of Shore (2017),Documentary
220110,The Final Days (1989),Drama
119946,The New Babylon (1929),Drama
159387,Barbara (1997),Drama|Romance
182111,Merbabies (1938),Animation
259995,Where Are You (2021),(no genres listed)
146034,Four Winds of Heaven (1963),Drama|War
202401,The Hypnotist (2001),Comedy|Drama
230781,After the Flames: An Apocalypse Anthology (2020),Horror|Thriller
281014,Sound! Euphonium the Movie – Welcome to the Kitauji High School Concert Band (2016),Animation|Drama
167918,Nam Angels (1989),Action|Adventure|War
135035,"Guardia, Guardia Scelta, Brigadiere e Maresciallo (1956)",Comedy
108899,Gloria (2013),Comedy|Drama
221973,DIVOS! (2020),Comedy
267640,Asakusa Kid (2021),Drama
282495,First Contact: An Alien Encounter (2022),Documentary|Drama
31700,Because of Winn-Dixie (2005),Children|Comedy|Drama
256057,Arne Dahl: To the Top of the Mountain (2012),Crime
4175,Gray's Anatomy (1996),Comedy|Drama
167130,Darkweb (2016),Action|Thriller
229437,Zweisitzrakete (2013),Comedy
7072,Stagecoach (1939),Action|Drama|Romance|Western
161258,Rampage (1986),Action|Adventure
196533,Dreams (1993),Comedy|Fantasy
95290,Kind Lady (1935),Drama|Thriller
185387,Gad Elmaleh: American Dream (2018),Comedy
258683,Dief! (1981),Documentary
166451,Hard Choices (1986),Crime|Drama
206276,Guadalquivir (2013),Documentary
4517,Lady in White (a.k.a. The Mystery of the Lady in White) (1988),Horror|Mystery|Thriller
217302,AC/DC: No Bull (1996),(no genres listed)
130093,"A Girl, A Guy, And A Gob (1941)",(no genres listed)
195553,Unforgiven (2018),Drama
131389,Sabrina the Teenage Witch (1996),Children|Comedy|Fantasy|Sci-Fi
123567,IMAX - Roving Mars (2006),Documentary
139823,Honeymoon in Bali (1939),Comedy|Romance
104875,"History of Future Folk, The (2012)",Adventure|Comedy|Musical|Sci-Fi
124484,Kenny & Company (1976),Comedy|Drama
85177,$ (Dollars) (1971),Comedy|Crime|Drama
175085,New Order (2012),(no genres listed)
190835,The Miniaturist (2017),Drama
198215,The Pearl (1929),Fantasy
31433,"Wedding Date, The (2005)",Comedy|Romance
264986,The Court Martial at Rennes (1899),(no genres listed)
211550,Without Charity (2013),Crime|Documentary
249950,The Best Years (2020),Drama
173737,Crossing the Last Line (1991),Action|Crime|Drama
223826,The Broken Hearts Gallery (2020),Comedy|Romance
76738,Steam of Life (Miesten vuoro) (2010),Documentary
278556,Oxide Ghosts: The Brass Eye Tapes (2017),Documentary
206919,Garfield: His 9 Lives (1988),Adventure|Animation|Comedy
150300,Evim Sensin (2012),Fantasy|Romance
7304,Allegro non troppo (1977),Animation|Comedy|Fantasy|Musical
145580,"The Demonic Womanizer Costante Nicosia, or: Dracula in Brianza (1975)",Comedy
260811,Write Before Christmas (2019),Romance
141958,A Little Thing Called Love (2010),Comedy|Romance
192015,Wormwood (2017),Documentary
90543,11 x 14 (1977),Drama
164005,Bad Cat (2016),Action|Animation|Comedy
193367,Cheerleader Autopsy (2003),Comedy|Horror
140715,Straight Outta Compton (2015),Drama
144514,Quick (2011),Action|Comedy|Thriller
172667,First They Killed My Father (2017),Drama
209347,Mouthpiece (2018),Drama
219599,We Are Little Zombies (2019),Drama
110647,Lovin' Molly (1974),Drama|Romance
150704,The Spy with a Cold Nose (1966),(no genres listed)
216344,Notes on an Appearance (2018),Drama|Mystery|Thriller
180005,A Noite da Virada (2014),(no genres listed)
223616,Hot Gimmick: Girl Meets Boy (2019),Drama|Romance
161153,Pali Road (2016),Drama|Fantasy|Mystery|Romance|Thriller
265166,Adrienne (2021),Documentary
99220,Quartet (2012),Comedy|Drama
175297,Der kleine Nazi (2010),(no genres listed)
218475,Blacks Britannica (1978),Documentary
171419,Salako (1974),Comedy
177111,Poltergay (2006),Comedy
141517,Slimtime (2010),Animation|Comedy
279508,Prison 77 (2022),Drama
2187,Stage Fright (1950),Mystery|Romance|Thriller
260713,As I Lay Dying (2018),Drama
270504,Rape Hunter: Target Woman (1980),(no genres listed)
70531,"Star Packer, The (1934)",Action|Romance|Western
214744,One Year in a Life of Crime (1989),(no genres listed)
49917,When the Levees Broke: A Requiem in Four Acts (2006),Documentary
238340,The Dead Ones (2020),Horror
34240,"Karol: A Man Who Became Pope (Karol, un uomo diventato Papa) (Karol. Czlowiek, który zostal papiezem) (2005)",Drama
130506,Berserk: The Golden Age Arc 2 - The Battle for Doldrey (2012),Action|Animation|Fantasy
223400,Gutterbug (2019),Crime|Drama
257217,Girl Gang (1954),Action|Crime|Drama|Thriller
194256,A Charlie Brown Thanksgiving (1973),Animation|Children|Comedy
177129,Vita smeralda (2006),Comedy
139901,Triumph in the Skies (2015),Comedy|Drama|Romance
1930,Cavalcade (1933),Drama|Romance|War
220562,Say Yes (2018),(no genres listed)
192125,The Ceiling (2018),(no genres listed)
165115,My Blind Brother (2016),Comedy|Drama|Romance
200288,The Ungodly (2007),Horror|Thriller
136764,Postman Pat: The Movie (2014),Adventure|Animation|Children
237800,Entombed (2020),Horror|Thriller
166920,This Land Is Mine (2012),Animation
165107,Sector 4: Extraction (2014),Action|War
128366,Patton Oswalt: Tragedy Plus Comedy Equals Time (2014),Comedy
5555,Wolfen (1981),Horror
132230,Big House U.S.A. (1955),Action|Crime|Thriller
230435,Cruise of the Gods (2002),Comedy|Drama
279334,Bros (2022),Comedy|Romance
196453,Муми-дол: Всё дело в шляпе (1980),Animation
139667,Nowhere to Hide (2009),Thriller
205965,For Ladies Only (1981),Drama
153706,Summer of Goliath (2011),(no genres listed)
8398,Star! (1968),Musical
138580,I Can See You (2008),Horror|Thriller
136752,A Ticket to Space (Un ticket pour l'espace) (2006),Comedy|Sci-Fi
210785,Skirt Day (2016),Comedy|Romance
208675,"Marion, 13 ans pour toujours (2016)",Drama
202830,Lust in the Dust (1985),Action|Comedy|Western
